C:\kingmaker_adpt_feature_nulltest_v9\data\_system\analysis\stage3_adpt_feature_nulltest_v9_20260715\run_adpt_feature_nulltest_v9.py:197: FutureWarning: The default fill_method='pad' in Series.pct_change is deprecated and will be removed in a future version. Either fill in any non-leading NA values prior to calling pct_change or specify 'fill_method=None' to not fill NA values.
  basket_ret20 = basket.pct_change(20) * 100.0
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 1, "best_hash": "311ec06147d5f64e2db5725a93921569579c66cd4ccd566881299d40316354e4", "best_fitness": -1.9985710803057608, "mean_fitness": -790000000.7793155, "best_primary_objective_pct_per_day": 1.2849384913222448, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 1.2849384913222448, "best_mae_penalty": 1.9893325080618873, "best_realized_loss_penalty": 0.6861192760771587, "best_total_risk_penalty": 2.675451784139046, "best_fitness_before_entry_gate": -1.9985710803057608, "best_final_fitness": -1.9985710803057608, "best_trade_count": 43, "best_trade_count_gate_pass": true, "best_win_rate_pct": 60.46511627906976, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:04:03.188740+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 25, "best_hash": "fdb72bb60934d5eee51ad85526bae952066700fed6fd0d5ddf12590b9522cc6a", "best_fitness": 3.6794837281626918, "mean_fitness": -19999998.34898175, "best_primary_objective_pct_per_day": 4.374573845583054, "best_trade_count_factor": 0.925, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.0464808071643255, "best_mae_penalty": 0.2886683232028437, "best_realized_loss_penalty": 0.07832875579879027, "best_total_risk_penalty": 0.366997079001634, "best_fitness_before_entry_gate": 3.6794837281626918, "best_final_fitness": 3.6794837281626918, "best_trade_count": 18, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.88888888888889, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:05.056814+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 26, "best_hash": "4d8bb95d07054df9ebc240df8676ba08057106a7b247ec2d978539ab7a645685", "best_fitness": 3.768981632265144, "mean_fitness": -29999998.133875545, "best_primary_objective_pct_per_day": 4.601480503769381, "best_trade_count_factor": 0.8875, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.083813947095326, "best_mae_penalty": 0.23189598516087426, "best_realized_loss_penalty": 0.08293632966930735, "best_total_risk_penalty": 0.3148323148301816, "best_fitness_before_entry_gate": 3.768981632265144, "best_final_fitness": 3.768981632265144, "best_trade_count": 17, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.23529411764706, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:07.380050+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 27, "best_hash": "a5e271f82df2e4f44c49476090bb74124b8d52f243663fe89e33880444fe390d", "best_fitness": 3.768981632265144, "mean_fitness": -19999997.949253377, "best_primary_objective_pct_per_day": 4.601480503769381, "best_trade_count_factor": 0.8875, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.083813947095326, "best_mae_penalty": 0.23189598516087426, "best_realized_loss_penalty": 0.08293632966930735, "best_total_risk_penalty": 0.3148323148301816, "best_fitness_before_entry_gate": 3.768981632265144, "best_final_fitness": 3.768981632265144, "best_trade_count": 17, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.23529411764706, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:09.600836+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 28, "best_hash": "a5e271f82df2e4f44c49476090bb74124b8d52f243663fe89e33880444fe390d", "best_fitness": 3.768981632265144, "mean_fitness": -19999998.14074073, "best_primary_objective_pct_per_day": 4.601480503769381, "best_trade_count_factor": 0.8875, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.083813947095326, "best_mae_penalty": 0.23189598516087426, "best_realized_loss_penalty": 0.08293632966930735, "best_total_risk_penalty": 0.3148323148301816, "best_fitness_before_entry_gate": 3.768981632265144, "best_final_fitness": 3.768981632265144, "best_trade_count": 17, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.23529411764706, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:12.075606+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 29, "best_hash": "a5e271f82df2e4f44c49476090bb74124b8d52f243663fe89e33880444fe390d", "best_fitness": 3.768981632265144, "mean_fitness": -19999998.03372457, "best_primary_objective_pct_per_day": 4.601480503769381, "best_trade_count_factor": 0.8875, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.083813947095326, "best_mae_penalty": 0.23189598516087426, "best_realized_loss_penalty": 0.08293632966930735, "best_total_risk_penalty": 0.3148323148301816, "best_fitness_before_entry_gate": 3.768981632265144, "best_final_fitness": 3.768981632265144, "best_trade_count": 17, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.23529411764706, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:14.365637+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 30, "best_hash": "a5e271f82df2e4f44c49476090bb74124b8d52f243663fe89e33880444fe390d", "best_fitness": 3.768981632265144, "mean_fitness": -19999998.03983155, "best_primary_objective_pct_per_day": 4.601480503769381, "best_trade_count_factor": 0.8875, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.083813947095326, "best_mae_penalty": 0.23189598516087426, "best_realized_loss_penalty": 0.08293632966930735, "best_total_risk_penalty": 0.3148323148301816, "best_fitness_before_entry_gate": 3.768981632265144, "best_final_fitness": 3.768981632265144, "best_trade_count": 17, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.23529411764706, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:16.539508+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 31, "best_hash": "a5e271f82df2e4f44c49476090bb74124b8d52f243663fe89e33880444fe390d", "best_fitness": 3.768981632265144, "mean_fitness": -39999997.71299717, "best_primary_objective_pct_per_day": 4.601480503769381, "best_trade_count_factor": 0.8875, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.083813947095326, "best_mae_penalty": 0.23189598516087426, "best_realized_loss_penalty": 0.08293632966930735, "best_total_risk_penalty": 0.3148323148301816, "best_fitness_before_entry_gate": 3.768981632265144, "best_final_fitness": 3.768981632265144, "best_trade_count": 17, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.23529411764706, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:18.709821+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 32, "best_hash": "a5e271f82df2e4f44c49476090bb74124b8d52f243663fe89e33880444fe390d", "best_fitness": 3.768981632265144, "mean_fitness": -9999997.893498525, "best_primary_objective_pct_per_day": 4.601480503769381, "best_trade_count_factor": 0.8875, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.083813947095326, "best_mae_penalty": 0.23189598516087426, "best_realized_loss_penalty": 0.08293632966930735, "best_total_risk_penalty": 0.3148323148301816, "best_fitness_before_entry_gate": 3.768981632265144, "best_final_fitness": 3.768981632265144, "best_trade_count": 17, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.23529411764706, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:20.886661+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 33, "best_hash": "14ce9877f1b640e040470d05f659d6176d3c0a2964ea3593d4e0c9ba60b9b09c", "best_fitness": 3.7689816322651457, "mean_fitness": -49999998.165123634, "best_primary_objective_pct_per_day": 4.601480503769383, "best_trade_count_factor": 0.8875, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.083813947095328, "best_mae_penalty": 0.23189598516087426, "best_realized_loss_penalty": 0.08293632966930735, "best_total_risk_penalty": 0.3148323148301816, "best_fitness_before_entry_gate": 3.7689816322651457, "best_final_fitness": 3.7689816322651457, "best_trade_count": 17, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.23529411764706, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:23.200128+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 34, "best_hash": "368048136d93d022c0022f76c41718bac436921dc85bd219f96ce8292511bef8", "best_fitness": 3.7689816322651457, "mean_fitness": -39999998.0789578, "best_primary_objective_pct_per_day": 4.601480503769383, "best_trade_count_factor": 0.8875, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.083813947095328, "best_mae_penalty": 0.23189598516087426, "best_realized_loss_penalty": 0.08293632966930735, "best_total_risk_penalty": 0.3148323148301816, "best_fitness_before_entry_gate": 3.7689816322651457, "best_final_fitness": 3.7689816322651457, "best_trade_count": 17, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.23529411764706, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:25.384922+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 35, "best_hash": "368048136d93d022c0022f76c41718bac436921dc85bd219f96ce8292511bef8", "best_fitness": 3.7689816322651457, "mean_fitness": -49999997.87868827, "best_primary_objective_pct_per_day": 4.601480503769383, "best_trade_count_factor": 0.8875, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.083813947095328, "best_mae_penalty": 0.23189598516087426, "best_realized_loss_penalty": 0.08293632966930735, "best_total_risk_penalty": 0.3148323148301816, "best_fitness_before_entry_gate": 3.7689816322651457, "best_final_fitness": 3.7689816322651457, "best_trade_count": 17, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.23529411764706, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:27.631550+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 36, "best_hash": "368048136d93d022c0022f76c41718bac436921dc85bd219f96ce8292511bef8", "best_fitness": 3.7689816322651457, "mean_fitness": -29999997.772919178, "best_primary_objective_pct_per_day": 4.601480503769383, "best_trade_count_factor": 0.8875, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.083813947095328, "best_mae_penalty": 0.23189598516087426, "best_realized_loss_penalty": 0.08293632966930735, "best_total_risk_penalty": 0.3148323148301816, "best_fitness_before_entry_gate": 3.7689816322651457, "best_final_fitness": 3.7689816322651457, "best_trade_count": 17, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.23529411764706, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:29.892167+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 37, "best_hash": "368048136d93d022c0022f76c41718bac436921dc85bd219f96ce8292511bef8", "best_fitness": 3.7689816322651457, "mean_fitness": -29999997.52309293, "best_primary_objective_pct_per_day": 4.601480503769383, "best_trade_count_factor": 0.8875, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.083813947095328, "best_mae_penalty": 0.23189598516087426, "best_realized_loss_penalty": 0.08293632966930735, "best_total_risk_penalty": 0.3148323148301816, "best_fitness_before_entry_gate": 3.7689816322651457, "best_final_fitness": 3.7689816322651457, "best_trade_count": 17, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.23529411764706, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:31.998995+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 38, "best_hash": "368048136d93d022c0022f76c41718bac436921dc85bd219f96ce8292511bef8", "best_fitness": 3.7689816322651457, "mean_fitness": -9999997.652172346, "best_primary_objective_pct_per_day": 4.601480503769383, "best_trade_count_factor": 0.8875, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.083813947095328, "best_mae_penalty": 0.23189598516087426, "best_realized_loss_penalty": 0.08293632966930735, "best_total_risk_penalty": 0.3148323148301816, "best_fitness_before_entry_gate": 3.7689816322651457, "best_final_fitness": 3.7689816322651457, "best_trade_count": 17, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.23529411764706, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:34.254180+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 39, "best_hash": "368048136d93d022c0022f76c41718bac436921dc85bd219f96ce8292511bef8", "best_fitness": 3.7689816322651457, "mean_fitness": -39999998.004187055, "best_primary_objective_pct_per_day": 4.601480503769383, "best_trade_count_factor": 0.8875, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.083813947095328, "best_mae_penalty": 0.23189598516087426, "best_realized_loss_penalty": 0.08293632966930735, "best_total_risk_penalty": 0.3148323148301816, "best_fitness_before_entry_gate": 3.7689816322651457, "best_final_fitness": 3.7689816322651457, "best_trade_count": 17, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.23529411764706, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:36.623453+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 40, "best_hash": "368048136d93d022c0022f76c41718bac436921dc85bd219f96ce8292511bef8", "best_fitness": 3.7689816322651457, "mean_fitness": -39999997.80468761, "best_primary_objective_pct_per_day": 4.601480503769383, "best_trade_count_factor": 0.8875, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.083813947095328, "best_mae_penalty": 0.23189598516087426, "best_realized_loss_penalty": 0.08293632966930735, "best_total_risk_penalty": 0.3148323148301816, "best_fitness_before_entry_gate": 3.7689816322651457, "best_final_fitness": 3.7689816322651457, "best_trade_count": 17, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.23529411764706, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:38.763507+00:00"}
{"event": "stage3_aap_newfitness_official_done", "ticker": "ADPT", "execution_scale": "OFFICIAL_FULL_STAGE3_NEW_FITNESS", "official_config": {"qualify_population": 100, "qualify_generations": 40, "entry_population": 100, "entry_generations": 50, "exit_population": 60, "exit_generations": 25, "top_n_qualify": 100, "top_n_entry_pool": 100, "max_entry_candidates": 20, "top_n_exit_per_entry": 3, "entry_min_expectancy_pct": 2.0, "entry_overlap_threshold": 0.7}, "workers": 28, "parallel_axis": "population_fitness_evaluation", "parallel_reproducibility_probe": {"passed": true, "sequential_best_hash": "4c9db562068ce3e6ce66683ed933d9b49b76299e45bfb1089906c3bee6213677", "parallel_best_hash": "4c9db562068ce3e6ce66683ed933d9b49b76299e45bfb1089906c3bee6213677", "fitness_history_equal": true, "final_population_equal": true, "parallel_axis": "population_fitness_evaluation", "workers": 12, "merge_order": "input_index_order", "random_generation_location": "parent_process_only", "process_start_method": "spawn"}, "new_fitness_activation_probe": {"passed": true, "checks": {"gene_scope_marker": true, "primary_formula": true, "mae_threshold": true, "realized_loss_threshold": true, "realized_loss_penalty_present": true, "profit_concentration_penalty_absent": true, "win_threshold": true, "minimum_trade_count": true, "win_rate_gate": true, "entry_gate_rule": true, "trade_count_factor_active": true, "factor_anchors": true, "mutation_hint_only": true, "stage2_legacy_defaults": true}, "factor_checks": {"7": true, "8": true, "10": true, "12": true, "15": true, "20": true, "81": true}, "gene_scope_defaults": {"random_rulebook": "legacy", "mutate": "legacy", "crossover": "legacy", "run_ga": "legacy"}, "sample_trade_count": 26, "sample_final_fitness": -1000000000.0}, "manifest_gate_passed": true, "qualified": true, "all3_pass_count": 3, "pass_count_distribution": {"all3": 3, "all2": 20, "all1": 251, "all0": 26}, "entry_survivor_count": 0, "exit_candidate_count": 0, "validate_survivor_count": 0, "entry_result": {"ticker": "ADPT", "stage": "entry", "skipped_by_adpt_feature_nulltest_v9": true, "skip_reason": "qualify_only_nulltest_metrics_all3_all2_foldbest", "feature": "rs_peer_ret20", "variant": "SHUFFLED", "selected_count": 0, "pool_count": 0, "seed_base": 2026071401, "call_index": 4}, "exit_result": null, "validate_result": null, "ce_boil_audit": {"candidate_count": 0, "one_sided_count": 0, "missing_domain_count": 0, "validator_error_count": 0, "validator_errors": {}, "quality_score_override_count": 0, "ce_boil_zero": true}, "stop_reason": "no_entry_survivor", "protected_sha_start": {".env": "da8173082d40ef3f3f800568b29d1cc7139a1c06fe7979d32ead6cdb5579f1ce", "data/_system/market_history.csv": "35ad47a86528e5d9e5fae3c9fcf4958b70ee57c6daab61fcc7693915239e8c38", "data/_system/market_history_v2.csv": "b7db98bd5b17b7a95cc852cde6f6b44643ff450ebf6dbb86c6347548e9f4c611"}, "protected_sha_end": {".env": "da8173082d40ef3f3f800568b29d1cc7139a1c06fe7979d32ead6cdb5579f1ce", "data/_system/market_history.csv": "35ad47a86528e5d9e5fae3c9fcf4958b70ee57c6daab61fcc7693915239e8c38", "data/_system/market_history_v2.csv": "b7db98bd5b17b7a95cc852cde6f6b44643ff450ebf6dbb86c6347548e9f4c611"}, "protected_unchanged": true, "daemon_start": {"pid": 494330, "starttime_ticks": "36014393", "cmdline": "/home/g3000kkw/kingmaker/venv/bin/python /home/g3000kkw/kingmaker/data/_system/ops/live_candidate_slots.py daemon --interval 60"}, "daemon_end": {"pid": 494330, "starttime_ticks": "36014393", "cmdline": "/home/g3000kkw/kingmaker/venv/bin/python /home/g3000kkw/kingmaker/data/_system/ops/live_candidate_slots.py daemon --interval 60"}, "daemon_unchanged": true, "elapsed_seconds": 607.5586543083191}
